"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장돔(금눈돔)","후쿠오카현","2017-12-15","9","불검출","불검출","적합"
"2","냉동민어(수조기)","야마구치현","2017-12-15","150","불검출","불검출","적합"
"3","냉장방어(잿방어)","후쿠오카현","2017-12-15","18","불검출","불검출","적합"
"4","냉동다랑어(남방참다랑어)","인도양","2017-12-15","5,379","불검출","불검출","적합"
"5","냉동돔(황돔)","야마구치현","2017-12-15","3,810","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-12-15","3,960","불검출","불검출","적합"
"7","활방어","에히메현","2017-12-15","4,758","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-12-15","3,900","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-12-15","1,854","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2017-12-15","7,815","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2017-12-15","8,965","불검출","불검출","적합"
"12","활방어","에히메현","2017-12-15","4,750","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2017-12-15","138","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-12-15","2,770","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-12-15","2,770","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-12-15","1,300","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2017-12-15","7,611","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2017-12-15","9,824","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-12-15","1,878","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-12-15","6,500","불검출","불검출","적합"
