"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"7","냉동꽁치","대만","2017-12-15","21,880","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-12-15","155,773","불검출","불검출","적합"
"9","냉동꽁치","대만","2017-12-15","117,450","불검출","불검출","적합"
"10","냉동꽁치","대만","2017-12-15","202,790","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-12-15","852,816","불검출","불검출","적합"
"12","냉동꽁치","바누아투","2017-12-15","96,149","불검출","불검출","적합"
"13","냉동꽁치","바누아투","2017-12-15","122,060","불검출","불검출","적합"
"14","냉동명태","러시아","2017-12-15","24,000","불검출","불검출","적합"
"15","냉동꽁치","대만","2017-12-15","473,195","불검출","불검출","적합"
"16","냉동명태(F)","러시아","2017-12-15","24,000","불검출","불검출","적합"
"17","냉동다랑어(눈다랑어,F)","중국","2017-12-15","9,040","불검출","불검출","적합"
"18","냉동상어(곱상어)","뉴질랜드","2017-12-15","8,568","불검출","불검출","적합"
"19","냉동다랑어(눈다랑어,목살)","중국","2017-12-15","2,460","불검출","불검출","적합"
"20","냉동가자미(각시가자미)","미국","2017-12-15","20,360","불검출","불검출","적합"
"21","냉동고등어","중국","2017-12-15","24,000","불검출","불검출","적합"
"22","냉동민어(붉은이석태)","마다가스카르","2017-12-15","22,670","불검출","불검출","적합"
"23","냉동꽁치","바누아투","2017-12-15","166,265","불검출","불검출","적합"
"합계","","-","-","2,604,174","-","-","-"
