"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","305","1,370,516","2","31,200","256","1,245,506","5","1,106","42","92,706"
"10.02","56","441,261","0","0","51","418,909","0","0","5","22,352"
"10.10","17","13,164","0","0","16","12,552","0","0","1","612"
"10.11","19","34,278","0","0","17","24,282","0","0","2","9,996"
"10.12","104","180,876","2","31,200","84","147,674","3","769","15","1,234"
"10.13","109","700,937","0","0","88","642,089","2","337","19","58,512"
