"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","73","454,425","0","0","67","431,461","0","0","6","22,964"
"10.02","56","441,261","0","0","51","418,909","0","0","5","22,352"
"10.10","17","13,164","0","0","16","12,552","0","0","1","612"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
