"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"2","냉동명태(F)","러시아","2017-10-16","14,885","불검출","불검출","적합"
"3","냉동갈치","아랍에미리트연합","2017-10-16","22,776","불검출","불검출","적합"
"4","냉동가자미(각시가자미)","러시아","2017-10-16","16,850","불검출","불검출","적합"
"5","냉동어란(명란)","러시아","2017-10-16","1,150","불검출","불검출","적합"
"6","냉동파타고니아이빨고기(볼살)","우크라이나","2017-10-16","274","불검출","불검출","적합"
"7","냉동명태","러시아","2017-10-16","322,500","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2017-10-16","22,000","불검출","불검출","적합"
"9","냉동명태","러시아","2017-10-16","24,000","불검출","불검출","적합"
"10","냉동꽁치","대만","2017-10-16","40,240","불검출","불검출","적합"
"11","냉동명태","러시아","2017-10-16","6,000","불검출","불검출","적합"
"합계","","-","-","470,875","-","-","-"
