"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","혼합제제","사이타마현","2016-10-12","120","불검출","불검출","적합"
"14","과자(스낵과자)","니가타현","2016-09-21","217","불검출","불검출","적합"
"15","양상추/신선,냉장","대한민국","","9,408","불검출","불검출","적합"
"16","혼합제제","사이타마현","2016-09-15","200","불검출","불검출","적합"
"17","혼합제제","사이타마현","2016-10-12","80","불검출","불검출","적합"
"18","덱스트린","효고현","2016-08-26","5,000","불검출","불검출","적합"
"19","청주","가나가와현","2016-10-04","173","불검출","불검출","적합"
"20","청주","후쿠오카현","2016-09-17","259","불검출","불검출","적합"
"21","냉면","구마모토현","2016-09-12","288","불검출","불검출","적합"
"22","청주","고치현","2016-10-01","268","불검출","불검출","적합"
"23","식초절임","아이치현","2016-10-11","2,916","불검출","불검출","적합"
"24","혼합제제","오사카부","2016-10-04","34","불검출","불검출","적합"
"25","캔디류(젤리)","나가노현","2016-09-16","2,122","불검출","불검출","적합"
"26","혼합장","야마나시현","2016-09-23","4,800","불검출","불검출","적합"
"27","혼합제제","히로시마현","2016-10-06","60","불검출","불검출","적합"
"28","초콜릿가공품","훗카이도","2016-08-24","13","불검출","불검출","적합"
"29","식초절임","아이치현","2016-10-11","5,400","불검출","불검출","적합"
"30","곡류가공품","오사카부","2016-10-03","800","불검출","불검출","적합"
"31","청주","니가타현","2016-08-13","48","불검출","불검출","적합"
"32","기타가공품","가나가와현","2016-09-14","500","불검출","불검출","적합"
"33","과자(스낵과자)","이바라키현","2016-10-03","2,871","불검출","불검출","적합"
"34","소스류","지바현","2016-09-06","4,140","불검출","불검출","적합"
"35","카레","시즈오카현","2016-05-27","240","불검출","불검출","적합"
"36","글리세린지방산에
스테르","효고현","2016-06-17","40","불검출","불검출","적합"
"37","국수","사이타마현","2016-09-28","2,400","불검출","불검출","적합"
"38","과자(스낵과자)","야마가타현","2016-09-20","108","불검출","불검출","적합"
"39","초콜릿가공품","훗카이도","2016-08-30","21","불검출","불검출","적합"
"40","과자(스낵과자)","아이치현","2016-09-28","71","불검출","불검출","적합"
"41","혼합장","야마나시현","2016-09-21","5,000","불검출","불검출","적합"
"42","혼합제제","도쿄도","2016-10-05","500","불검출","불검출","적합"
"43","글리신","가나가와현","2016-07-21","17,500","불검출","불검출","적합"
"44","프로테아제(곰팡이
성:SAP)","아이치현","2016-10-11","201","불검출","불검출","적합"
"45","기타가공품","와카야마현","2016-10-03","1,000","불검출","불검출","적합"
"46","과자(스낵과자)","이바라키현","2016-10-01","3,231","불검출","불검출","적합"
