"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","98,749.1","-","-","-"
"1","냉동상어
(지느러미,자숙)","싱가포르","2016-10-27","800","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2016-10-27","50,000.6","불검출","불검출","적합"
"3","냉동대구","러시아","2016-10-27","1,612.5","불검출","불검출","적합"
"4","냉동가자미
(각시가자미)","러시아","2016-10-27","22,500","불검출","불검출","적합"
"5","냉동가자미
(각시가자미)","러시아","2016-10-27","21,600","불검출","불검출","적합"
"6","냉동대구","러시아","2016-10-27","1,591","불검출","불검출","적합"
"7","냉동가자미
(까지가자미)","러시아","2016-10-27","645","불검출","불검출","적합"
