"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","활우렁쉥이","홋카이도","2019-01-11","11,912","적합","적합","적합"
"22","냉장명태","홋카이도","2019-01-11","2,652","적합","적합","적합"
"23","냉장명태","홋카이도","2019-01-11","2,728","적합","적합","적합"
"24","냉장명태","홋카이도","2019-01-11","4,550","적합","적합","적합"
"25","활우렁쉥이","홋카이도","2019-01-11","8,220","적합","적합","적합"
"26","활방어","나가사키현","2019-01-11","8,556","적합","적합","적합"
"27","냉장홍어","야마구치현","2019-01-11","1,080","적합","적합","적합"
"28","냉장돔(참돔)","야마구치현","2019-01-11","170","적합","적합","적합"
"29","냉장가오리","야마구치현","2019-01-11","1,705","적합","적합","적합"
"30","활돔(참돔)","에히메현","2019-01-11","3,421","적합","적합","적합"
"31","활방어","에히메현","2019-01-11","1,921","적합","적합","적합"
"32","활바리(능성어)","에히메현","2019-01-11","924","적합","적합","적합"
"33","염장옥덩굴","오키나와현","2019-01-11","134","적합","적합","적합"
"34","냉장명태","홋카이도","2019-01-11","8,736","적합","적합","적합"
"35","냉장홍어","야마구치현","2019-01-11","260","적합","적합","적합"
"36","냉장명태","홋카이도","2019-01-11","832","적합","적합","적합"
"37","냉장명태","홋카이도","2019-01-11","2,770","적합","적합","적합"
"38","냉장돔(황돔)","후쿠오카현","2019-01-11","260","적합","적합","적합"
"39","냉동낙지","후쿠오카현","2019-01-11","4,260","적합","적합","적합"
"40","냉동돔(붉돔)","나가사키현","2019-01-11","10,200","적합","적합","적합"
"41","활방어","에히메현","2019-01-11","7,479","적합","적합","적합"
"42","활방어","나가사키현","2019-01-11","9,185","적합","적합","적합"
"43","활방어","에히메현","2019-01-11","7,857","적합","적합","적합"
"44","활우렁쉥이","홋카이도","2019-01-11","8,285","적합","적합","적합"
