"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"80","어묵","사가현","2017-12-01","258","불검출","불검출","적합"
"81","곡류가공품","나가사키현","2017-10-23","960","불검출","불검출","적합"
"82","소스류","나가사키현","2017-10-17","627","불검출","불검출","적합"
"83","어묵","사가현","2017-08-01","1,080","불검출","불검출","적합"
"84","수산물가공품","훗카이도","2017-11-22","180","불검출","불검출","적합"
"85","어묵","사가현","2017-11-01","642","불검출","불검출","적합"
"86","국수","가가와현","2017-11-14","5,500","불검출","불검출","적합"
"87","가공두부","후쿠오카현","2017-11-16","600","불검출","불검출","적합"
"88","어묵","사가현","2017-11-01","130","불검출","불검출","적합"
"89","국수","가가와현","2017-11-16","2,392","불검출","불검출","적합"
"90","어묵","사가현","2017-08-01","5,731","불검출","불검출","적합"
"91","어묵","시마네현","2017-11-16","2,000","불검출","불검출","적합"
"92","어묵","미야자키현","2017-11-28","364","불검출","불검출","적합"
"93","어묵","시마네현","2017-11-19","2,328","불검출","불검출","적합"
"94","어묵","사가현","2017-11-01","804","불검출","불검출","적합"
"95","어묵","시마네현","2017-11-24","1,750","불검출","불검출","적합"
"96","어묵","시마네현","2017-11-17","1,344","불검출","불검출","적합"
"97","어묵","시마네현","2017-11-08","840","불검출","불검출","적합"
"98","어묵","시마네현","2017-10-31","840","불검출","불검출","적합"
"99","어묵","시마네현","2017-10-18","931","불검출","불검출","적합"
"100","어묵","시마네현","2017-11-14","400","불검출","불검출","적합"
"101","어묵","시마네현","2017-11-14","840","불검출","불검출","적합"
"102","어묵","시마네현","2017-11-07","900","불검출","불검출","적합"
"103","어묵","시마네현","2017-11-08","250","불검출","불검출","적합"
"104","디아스타아제","교토부","2017-10-27","30","불검출","불검출","적합"
"105","떡류","니가타현","2017-05-05","122","불검출","불검출","적합"
"106","소스류","나가사키현","2017-11-11","1,177","불검출","불검출","적합"
"107","캔디류(젤리)","나가사키현","2017-10-06","114","불검출","불검출","적합"
"108","캔디류(젤리)","나가사키현","2017-10-30","114","불검출","불검출","적합"
"109","캔디류(사탕)","오사카부","2017-09-02","158","불검출","불검출","적합"
"110","캔디류(사탕)","오사카부","2017-09-02","158","불검출","불검출","적합"
"111","기타가공품","훗카이도","","41","불검출","불검출","적합"
"112","혼합제제","사이타마현","2017-11-27","162","불검출","불검출","적합"
