"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2017-12-22","22,100","불검출","불검출","적합"
"2","냉동꽁치","대만","2017-12-22","45,140","불검출","불검출","적합"
"3","냉동꽁치","바누아투","2017-12-22","702,870","불검출","불검출","적합"
"4","냉동가자미(각시가자미)","러시아","2017-12-22","22,050","불검출","불검출","적합"
"5","냉동가자미(각시가자미)","러시아","2017-12-22","22,500","불검출","불검출","적합"
"6","냉동명태(F)","러시아","2017-12-22","18,200","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2017-12-22","21,857","불검출","불검출","적합"
"8","냉동송어(S,포장횟감)","노르웨이","2017-12-22","1,500","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2017-12-22","19,800","불검출","불검출","적합"
"10","냉동대구","러시아","2017-12-22","106,275","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-12-22","404,240","불검출","불검출","적합"
"12","냉동꽁치","대만","2017-12-22","47,560","불검출","불검출","적합"
"13","냉동꽁치","대만","2017-12-22","67,750","불검출","불검출","적합"
"14","냉동명태","러시아","2017-12-22","1,402,381","불검출","불검출","적합"
"15","냉동가자미(각시가자미)","러시아","2017-12-22","22,050","불검출","불검출","적합"
"16","냉동대구(F)","러시아","2017-12-22","19,000","불검출","불검출","적합"
