"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","5건","-","-","113,276","-","-","-"
"1","냉동상어(귀상어)","베트남","2015-4-7","8,300","불검출","불검출","적합"
"2","냉동곤이(대구)","러시아","2015-4-7","1,125","불검출","불검출","적합"
"3","냉동명태","미국","2015-4-7","67,678","불검출","불검출","적합"
"4","냉동상어(청상아리)","대만","2015-4-7","13,173","불검출","불검출","적합"
"5","냉동가자미(각시가자미) 러시아","","2015-4-7","23,000","불검출","불검출","적합"
