"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","식물성크림","구마모토현","2015-08-31","38.4","불검출","불검출","적합"
"15","식물성크림","구마모토현","2015-08-26","48","불검출","불검출","적합"
"16","마요네즈","효고현","2015-08-26","600","불검출","불검출","적합"
"17","드레싱","오사카부","2015-09-03","180","불검출","불검출","적합"
"18","액상커피","효고현","2015-09-23","2,775","불검출","불검출","적합"
"19","볶은커피","시즈오카현","2015-09-29","448.2","불검출","불검출","적합"
"20","볶은커피","효고현","2015-10-06","2,420","불검출","불검출","적합"
"21","볶은커피","효고현","2015-10-06","6,030","불검출","불검출","적합"
"22","볶은커피","효고현","2015-10-07","5,676","불검출","불검출","적합"
"23","드레싱","사가현","2015-07-15","270","불검출","불검출","적합"
"24","드레싱","사가현","2015-08-19","10,062","불검출","불검출","적합"
"25","드레싱","사가현","2015-07-31","1,080","불검출","불검출","적합"
"26","소주","효고현","2014-07-24","1,065.6","불검출","불검출","적합"
"27","과자(스낵과자)","니가타현","2015-09-04","108","불검출","불검출","적합"
"28","산화마그네슘","도쿠시마현","2015-09-24","500","불검출","불검출","적합"
"29","천연향신료","시즈오카현","2015-09-29","18","불검출","불검출","적합"
"30","천연향신료","시즈오카현","2015-09-29","9.9","불검출","불검출","적합"
"31","천연향신료","도치기현","2015-09-07","38.4","불검출","불검출","적합"
"32","천연향신료","도치기현","2015-08-11","235.6","불검출","불검출","적합"
"33","수산물가공품","효고현","2015-09-25","327.2","불검출","불검출","적합"
"34","수산물가공품","효고현","2015-09-26","600","불검출","불검출","적합"
"35","수산물가공품","효고현","2015-09-30","4,800","불검출","불검출","적합"
"36","수산물가공품","효고현","2015-10-05","600","불검출","불검출","적합"
"37","수산물가공품","훗카이도","2014-10-20","360","불검출","불검출","적합"
"38","카레","사이타마현","2015-09-02","300","불검출","불검출","적합"
"39","기타가공품","오사카부","2015-09-14","460.8","불검출","불검출","적합"
"40","코코아분말","가나가와현","2015-08-21","52.8","불검출","불검출","적합"
"41","어묵","효고현","2015-09-27","6,154","불검출","불검출","적합"
"42","과자(스낵과자)","니가타현","2015-09-14","535","불검출","불검출","적합"
"43","과자(스낵과자)","니가타현","2015-09-10","287.5","불검출","불검출","적합"
"44","과자(스낵과자)","니가타현","2015-09-12","360","불검출","불검출","적합"
"45","과자(스낵과자)","니가타현","2015-09-11","382.5","불검출","불검출","적합"
"46","과자(스낵과자)","니가타현","2015-09-10","60","불검출","불검출","적합"
"47","과자(스낵과자)","니가타현","2015-10-13","1,122","불검출","불검출","적합"
