"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"56","냉장가오리","야마구치현","2017-02-20","710","불검출","불검출","적합"
"57","냉장홍어","야마구치현","2017-02-20","130","불검출","불검출","적합"
"58","냉장명태","홋카이도","2017-02-20","2,836","불검출","불검출","적합"
"59","냉장갈치","와카야마현","2017-02-20","1,664","불검출","불검출","적합"
"60","냉장준치","와카야마현","2017-02-20","112","불검출","불검출","적합"
"61","냉장명태","홋카이도","2017-02-20","4,600","불검출","불검출","적합"
"62","냉장명태","홋카이도","2017-02-20","5,290","불검출","불검출","적합"
"63","냉장홍어","홋카이도","2017-02-20","3,729","불검출","불검출","적합"
"64","활우렁쉥이","홋카이도","2017-02-20","8,231","불검출","불검출","적합"
"65","냉장명태","홋카이도","2017-02-20","5,000","불검출","불검출","적합"
"66","냉장홍어","홋카이도","2017-02-20","4,020","불검출","불검출","적합"
"67","활가리비","홋카이도","2017-02-20","7,180","불검출","불검출","적합"
"68","활돔(돌돔)","가가와","2017-02-20","53","불검출","불검출","적합"
"69","활꼬막(새꼬막)","사가현","2017-02-20","2,360","불검출","불검출","적합"
"70","활돔(강담돔)","가가와","2017-02-20","506","불검출","불검출","적합"
"71","활해삼","오카야마현","2017-02-20","226","불검출","불검출","적합"
"72","냉장홍어","홋카이도","2017-02-20","565","불검출","불검출","적합"
"73","활가리비","홋카이도","2017-02-20","6,974","불검출","불검출","적합"
"74","냉장명태","홋카이도","2017-02-20","264","불검출","불검출","적합"
"75","냉장대구","홋카이도","2017-02-20","170","불검출","불검출","적합"
