"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","240,354","-","-","-"
"1","활방어","나가사키현","2017-02-20","14,210","불검출","불검출","적합"
"2","활방어","에히메현","2017-02-20","7,615","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2017-02-20","1,934","불검출","불검출","적합"
"4","활방어","에히메현","2017-02-20","13,448","불검출","불검출","적합"
"5","활돔(벵에돔)","오이타현","2017-02-20","1,394","불검출","불검출","적합"
"6","냉동갈치","에히메현","2017-02-20","2,052","불검출","불검출","적합"
"7","냉장대구","홋카이도","2017-02-20","1,820","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-02-20","5,400","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2017-02-20","1,808","불검출","불검출","적합"
"10","냉장갈치","효고현","2017-02-20","745","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2017-02-20","976","불검출","불검출","적합"
"12","냉장갈치","에히메현","2017-02-20","570","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-02-20","2,172","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2017-02-20","1,840","불검출","불검출","적합"
"15","냉장준치","와카야마현","2017-02-20","296","불검출","불검출","적합"
