"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장홍어","야마구치현","2017-02-21","120","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2017-02-21","893","불검출","불검출","적합"
"18","냉장갈치","오이타현","2017-02-21","535","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-02-21","2,602","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-02-21","3,490","불검출","불검출","적합"
"21","냉장갈치","후쿠오카현","2017-02-21","1,304","불검출","불검출","적합"
"22","냉장갈치","효고현","2017-02-21","70","불검출","불검출","적합"
"23","냉장갈치","후쿠오카현","2017-02-21","883","불검출","불검출","적합"
"24","냉동다랑어
(눈다랑어,F,횟감)","태평양","2017-02-21","2,500","불검출","불검출","적합"
"25","냉동다랑어
(황다랑어,F,횟감)","태평양","2017-02-21","380","불검출","불검출","적합"
"26","냉동새치
(황새치,F,횟감)","태평양","2017-02-21","2,280","불검출","불검출","적합"
"27","활해삼","와카야마현","2017-02-21","2,150","불검출","불검출","적합"
"28","냉동다랑어
(눈다랑어,F,횟감)","인도양","2017-02-21","224","불검출","불검출","적합"
"29","냉동갈치","후쿠오카현","2017-02-21","4,376","불검출","불검출","적합"
"30","활가리비","홋카이도","2017-02-21","6,982","불검출","불검출","적합"
"31","활장어(먹장어)","나가사키현","2017-02-21","1,102","불검출","불검출","적합"
