"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장홍어","야마구치현","2017-02-20","300","불검출","불검출","적합"
"17","활가리비","홋카이도","2017-02-20","6,956","불검출","불검출","적합"
"18","활꼬막(새꼬막)","후쿠오카현","2017-02-20","3,600","불검출","불검출","적합"
"19","냉장갈치","에히메현","2017-02-20","885","불검출","불검출","적합"
"20","냉장갈치","오이타현","2017-02-20","500","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2017-02-20","816","불검출","불검출","적합"
"22","냉장갈치","효고현","2017-02-20","344","불검출","불검출","적합"
"23","냉장갈치","에히메현","2017-02-20","408","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-02-20","2,000","불검출","불검출","적합"
"25","냉장대구","홋카이도","2017-02-20","1,820","불검출","불검출","적합"
"26","냉장대구","홋카이도","2017-02-20","1,820","불검출","불검출","적합"
"27","냉장명태","홋카이도","2017-02-20","1,800","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-02-20","572","불검출","불검출","적합"
"29","냉장명태","홋카이도","2017-02-20","2,112","불검출","불검출","적합"
"30","냉장대구","홋카이도","2017-02-20","260","불검출","불검출","적합"
"31","냉장대구","홋카이도","2017-02-20","120","불검출","불검출","적합"
"32","냉장돔(황돔)","후쿠오카현","2017-02-20","56","불검출","불검출","적합"
"33","냉장갈치","후쿠오카현","2017-02-20","1,315","불검출","불검출","적합"
"34","냉장명태","홋카이도","2017-02-20","1,332","불검출","불검출","적합"
"35","냉장명태","홋카이도","2017-02-20","3,000","불검출","불검출","적합"
