"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","101,479","-","-","-"
"1","활방어","에히메현","2017-02-21","1,464","불검출","불검출","적합"
"2","활방어","에히메현","2017-02-21","6,588","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2017-02-21","3,850","불검출","불검출","적합"
"4","활방어","에히메현","2017-02-21","6,849","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2017-02-21","2,905","불검출","불검출","적합"
"6","활가리비","홋카이도","2017-02-21","7,000","불검출","불검출","적합"
"7","냉동다랑어
(눈다랑어,F,횟감)","대서양","2017-02-21","150","불검출","불검출","적합"
"8","냉동갈치","가나가와현","2017-02-21","184","불검출","불검출","적합"
"9","냉동갑오징어","가나가와현","2017-02-21","186","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-02-21","1,728","불검출","불검출","적합"
"11","냉동갈치","와카야마현","2017-02-21","33,530","불검출","불검출","적합"
"12","냉동다랑어
(눈다랑어,목살)","태평양","2017-02-21","4,880","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2017-02-21","762","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-21","1,272","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2017-02-21","240","불검출","불검출","적합"
