"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","601","3,880,758","1","26,280","498","3,772,952","13","4,567","89","76,959"
"2.19","140","376,112","1","26,280","96","311,389","2","452","41","37,991"
"2.20","141","873,928","0","0","115","864,546","1","4","25","9,378"
"2.21","84","984,341","0","0","78","972,986","1","663","5","10,692"
"2.22","117","790,839","0","0","102","775,465","7","1,417","8","13,957"
"2.23","119","855,538","0","0","107","848,566","2","2,031","10","4,941"
