"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","오이타현","2017-08-10","45","불검출","불검출","적합"
"2","냉동기름치","인도양","2017-08-10","3,216","불검출","불검출","적합"
"3","냉동가리비(외투막)","홋카이도","2017-08-10","22,000","불검출","불검출","적합"
"4","냉동새치(돛새치)","태평양","2017-08-10","1,916","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-08-10","2,772","불검출","불검출","적합"
"6","활가리비","홋카이도","2017-08-10","7,001","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-08-10","2,052","불검출","불검출","적합"
"8","냉장돔(참돔)","나가사키현","2017-08-10","152","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-08-10","1,116","불검출","불검출","적합"
"10","냉장돔(금눈돔)","후쿠오카현","2017-08-10","9","불검출","불검출","적합"
"11","냉장방어(잿방어)","후쿠오카현","2017-08-10","14","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-08-10","6,955","불검출","불검출","적합"
"13","냉동돔(벤자리, F, 포장횟감)","구마모토현","2017-08-10","530","불검출","불검출","적합"
"14","냉동기름치","인도양","2017-08-10","2,123","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2017-08-10","103","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-08-10","2,218","불검출","불검출","적합"
"17","냉장돔(황돔)","나가사키현","2017-08-10","656","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2017-08-10","10,069","불검출","불검출","적합"
"19","냉동큰실말","오키나와현","2017-08-10","360","불검출","불검출","적합"
"합계","","-","-","63,307","-","-","-"
