"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"82","맥주","후쿠오카현","2017-07-05","226,824","불검출","불검출","적합"
"83","혼합제제","오사카부","2017-06-15","36","불검출","불검출","적합"
"84","유탕면류","후쿠오카현","2017-06-19","32","불검출","불검출","적합"
"85","유탕면류","후쿠오카현","2017-05-29","122","불검출","불검출","적합"
"86","유탕면류","후쿠오카현","2017-06-12","116","불검출","불검출","적합"
"87","볶은커피","미에현","2017-06-02","84","불검출","불검출","적합"
"88","청주","이와테현","2017-06-08","86","불검출","불검출","적합"
"89","빵류(파이)","훗카이도","2017-06-13","12,773","불검출","불검출","적합"
"90","카레","야마가타현","2017-03-07","158","불검출","불검출","적합"
"91","볶은커피","미에현","2017-05-11","84","불검출","불검출","적합"
"92","캔디류(젤리)","아이치현","2017-07-24","3,240","불검출","불검출","적합"
"93","캔디류(젤리)","아이치현","2017-07-24","389","불검출","불검출","적합"
"94","alpha-아밀라아제
(세균성)","시가현","2017-04-04","240","불검출","불검출","적합"
"95","국수","아이치현","2017-03-27","240","불검출","불검출","적합"
