"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"83","어묵","시마네현","2015-09-06","582","불검출","불검출","적합"
"84","어묵","시마네현","2015-09-04","599.8","불검출","불검출","적합"
"85","어묵","시마네현","2015-09-06","250","불검출","불검출","적합"
"86","어묵","시마네현","2015-09-03","300","불검출","불검출","적합"
"87","과자(크래커)","이바라키현","2015-08-20","381.6","불검출","불검출","적합"
"88","어묵","시마네현","2015-04-16","120","불검출","불검출","적합"
"89","어묵","시마네현","2015-09-09","360","불검출","불검출","적합"
"90","과자(크래커)","기후현","2015-08-26","405","불검출","불검출","적합"
"91","어묵","시마네현","2015-08-24","180","불검출","불검출","적합"
"92","카레","도치기현","2015-02-26","8,280","불검출","불검출","적합"
"93","카레","도치기현","2015-05-26","2,070","불검출","불검출","적합"
"94","카레","도치기현","2015-06-23","303.6","불검출","불검출","적합"
"95","카레","도치기현","2015-07-01","2,125.2","불검출","불검출","적합"
"96","카레","도치기현","2015-06-24","1,214.4","불검출","불검출","적합"
"97","보리식이섬유(원료성)","나라현","2015-08-27","250","불검출","불검출","적합"
"98","향신료조제품","시즈오카현","2015-08-19","3,240","불검출","불검출","적합"
"99","기타가공품","히로시마현","2015-09-10","2,000","불검출","불검출","적합"
"100","빵류(그외 빵류)","도쿄도","2015-08-02","12","불검출","불검출","적합"
"101","재제소금(재제조소금)","오키나와현","2015-09-02","60","불검출","불검출","적합"
"102","과자(비스킷)","사이타마현","2015-08-10","777.6","불검출","불검출","적합"
"103","청주","효고현","2015-08-25","216","불검출","불검출","적합"
"104","소스류","사이타마현","2015-08-26","720","불검출","불검출","적합"
"105","청주","효고현","2015-08-25","270","불검출","불검출","적합"
"106","청주","효고현","2015-07-14","270","불검출","불검출","적합"
"107","청주","효고현","2015-06-17","471.6","불검출","불검출","적합"
"108","청주","효고현","2015-08-21","2,400","불검출","불검출","적합"
"109","청주","효고현","2015-07-08","86.4","불검출","불검출","적합"
"110","청주","효고현","2015-08-18","2,268","불검출","불검출","적합"
"111","청주","효고현","2015-07-28","86.4","불검출","불검출","적합"
"112","청주","시즈오카현","2015-09-01","465.6","불검출","불검출","적합"
"113","말티톨시럽","시즈오카현","2015-08-27","2,000","불검출","불검출","적합"
"114","혼합제제","시즈오카현","2015-08-18","80","불검출","불검출","적합"
"115","탄산음료","사가현","2014-11-03","58","불검출","불검출","적합"
"116","고형차","교토부","2015-09-09","200","불검출","불검출","적합"
