"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","110,167","-","-","-"
"1","활돔(참돔)","구마모토현","2016-10-25","9,971","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-10-25","13,102","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-10-25","7,000","불검출","불검출","적합"
"4","활장어(먹장어)","나가사키현","2016-10-25","1,517","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-10-25","1,651","불검출","불검출","적합"
"6","냉장갈치","오이타현","2016-10-25","45","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-10-25","3,767","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-10-25","2,286","불검출","불검출","적합"
"9","냉장돔(황돔)","야마구치현","2016-10-25","15","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-10-25","1,386","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-10-25","4,600","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-10-25","2,500","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2016-10-25","755","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-10-25","3,000","불검출","불검출","적합"
"15","활가리비","홋카이도","2016-10-25","6,188","불검출","불검출","적합"
"16","냉장갈치","미야자키현","2016-10-25","215","불검출","불검출","적합"
