"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","92","","125,108","","",""
"1","청주","교토부","2016-09-28","5,616","불검출","불검출","적합"
"2","떡류","니가타현","2016-04-01","120","불검출","불검출","적합"
"3","소스류","도치기현","2016-08-02","12,344","불검출","불검출","적합"
"4","혼합제제","지바현","2016-09-09","300","불검출","불검출","적합"
"5","혼합제제","시가현","2016-10-11","48","불검출","불검출","적합"
"6","떡류","니가타현","2016-04-01","120","불검출","불검출","적합"
"7","청주","아오모리현","2016-09-08","43","불검출","불검출","적합"
"8","초콜릿","아이치현","2016-09-16","116","불검출","불검출","적합"
"9","캔디류(양갱)","도쿄도","2016-09-27","165","불검출","불검출","적합"
"10","캔디류(양갱)","도쿄도","2016-09-23","164","불검출","불검출","적합"
"11","혼합제제","가나가와현","2016-09-16","1,200","불검출","불검출","적합"
"12","소스류","후쿠오카현","2016-09-28","6,816","불검출","불검출","적합"
