"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","오이타현","2016-10-25","945","불검출","불검출","적합"
"18","냉장갈치","야마구치현","2016-10-25","1,190","불검출","불검출","적합"
"19","냉장돔(황돔)","야마구치현","2016-10-25","215","불검출","불검출","적합"
"20","냉장전어","야마구치현","2016-10-25","6,520","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-10-25","2,400","불검출","불검출","적합"
"22","냉장갈치","후쿠오카현","2016-10-25","1,520","불검출","불검출","적합"
"23","냉장갈치","에히메현","2016-10-25","600","불검출","불검출","적합"
"24","냉장갈치","후쿠오카현","2016-10-25","2,730","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-10-25","2,012","불검출","불검출","적합"
"26","냉장갈치","오이타현","2016-10-25","360","불검출","불검출","적합"
"27","냉장돔(황돔)","후쿠오카현","2016-10-25","168","불검출","불검출","적합"
"28","냉동상어
(진환도상어,F)","태평양","2016-10-25","7,504","불검출","불검출","적합"
"29","냉동상어
(청상아리,F)","태평양","2016-10-25","11,568","불검출","불검출","적합"
"30","냉동상어
(청상아리,F)","대서양","2016-10-25","2,306","불검출","불검출","적합"
"31","냉동상어
(청상아리,F)","인도양","2016-10-25","1,765","불검출","불검출","적합"
"32","활돔(강담돔)","나가사키현","2016-10-25","730","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2016-10-25","9,636","불검출","불검출","적합"
