"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","413,220","-","-","-"
"1","활미꾸라지","중국","2016-10-24","17,546","불검출","불검출","적합"
"2","냉동꽁치","대만","2016-10-24","97,613","불검출","불검출","적합"
"3","냉동가자미
(각시가자미)","미국","2016-10-24","100,149","불검출","불검출","적합"
"4","냉동대구","러시아","2016-10-24","1,075","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,F,횟감)","대만","2016-10-24","1,167","불검출","불검출","적합"
"6","냉동다랑어
(황다랑어)","파퓨아뉴기니","2016-10-24","171,670","불검출","불검출","적합"
"7","냉동상어
(귀상어)","중국","2016-10-24","24,000","불검출","불검출","적합"
