"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","211","801,768","0","0","183","427,897","1","100","27","373,771"
"2.26","91","487,813","0","0","73","116,489","1","100","17","371,224"
"2.27","120","313,955","0","0","110","311,408","0","0","10","2,547"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
