"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"80","볶은커피","효고현","2018-01-23","320","불검출","불검출","적합"
"81","빵류","야마나시현","2018-01-24","61","불검출","불검출","적합"
"82","소스","사이타마현","2017-12-26","192","불검출","불검출","적합"
"83","혼합제제","미에현","2017-12-25","112","불검출","불검출","적합"
"84","맥주","후쿠오카현","2018-02-01","34,896","불검출","불검출","적합"
"85","혼합제제","시가현","2018-02-15","30","불검출","불검출","적합"
"86","기타천연착향료","시가현","2018-02-06","150","불검출","불검출","적합"
"87","혼합제제","시가현","2018-02-07","60","불검출","불검출","적합"
"88","혼합제제","시가현","2018-02-14","50","불검출","불검출","적합"
"89","혼합제제","히로시마현","2018-01-30","60","불검출","불검출","적합"
