"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2017-10-18","1,200","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2017-10-18","7,000","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-10-18","8,230","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2017-10-18","1,900","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2017-10-18","902","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2017-10-18","9,335","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-10-18","696","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-10-18","1,950","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-10-18","3,640","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2017-10-18","9,156","불검출","불검출","적합"
"11","냉장명태","홋카이도","2017-10-18","4,654","불검출","불검출","적합"
"12","냉장돔(황돔)","후쿠오카현","2017-10-18","84","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-10-18","1,200","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2017-10-18","6,791","불검출","불검출","적합"
"15","활가리비","홋카이도","2017-10-18","7,200","불검출","불검출","적합"
"16","활가리비","홋카이도","2017-10-18","7,000","불검출","불검출","적합"
"17","활가리비","홋카이도","2017-10-18","7,364","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-10-18","3,000","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현","2017-10-18","600","불검출","불검출","적합"
"20","냉동가리비(외투막)","홋카이도","2017-10-18","16,500","불검출","불검출","적합"
