"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","79,840","-","-","-"
"1","활전복","나가사키현","2016-08-05","248","불검출","불검출","적합"
"2","마른다랑어(가다
랑어,훈제)","가고시마현","2016-08-05","10,800","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-08-05","14,489","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2016-08-05","4,910","불검출","불검출","적합"
"5","활돔(벵에돔)","에히메현","2016-08-05","1,043","불검출","불검출","적합"
"6","활돔(돌돔)","에히메현","2016-08-05","971","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-08-05","7,200","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-08-05","6,900","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-08-05","1,282","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-08-05","1,208","불검출","불검출","적합"
"11","냉장돔(황돔)","후쿠오카현","2016-08-05","140","불검출","불검출","적합"
"12","냉장돔(참돔)","후쿠오카현","2016-08-05","250","불검출","불검출","적합"
"13","냉장돔(황돔)","후쿠오카현","2016-08-05","240","불검출","불검출","적합"
"14","냉장돔(황돔)","야마구치현","2016-08-05","195","불검출","불검출","적합"
