"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"15","냉장민어(수조기)","야마구치현","2016-08-05","81","불검출","불검출","적합"
"16","냉장갈치","오이타현","2016-08-05","390","불검출","불검출","적합"
"17","냉장돔(황돔)","나가사키현","2016-08-05","320","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2016-08-05","250","불검출","불검출","적합"
"19","냉장돔(황돔)","후쿠오카현","2016-08-05","264","불검출","불검출","적합"
"20","냉장갈치","후쿠오카현","2016-08-05","455","불검출","불검출","적합"
"21","냉장홍어","홋카이도","2016-08-05","12,384","불검출","불검출","적합"
"22","냉장갈치","오이타현","2016-08-05","40","불검출","불검출","적합"
"23","냉장준치","구마모토현","2016-08-05","736","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-08-05","14,210","불검출","불검출","적합"
"25","냉동병어","오카야마현","2016-08-05","222","불검출","불검출","적합"
"26","활장어(먹장어)","시마네현","2016-08-05","507","불검출","불검출","적합"
"27","마른해삼(자숙)","시마네현","2016-08-05","105","불검출","불검출","적합"
