"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","","174  554,745","0","0","","153  543,725","1","600","20","10,421"
"7.21","76","368,787","0","0","66","366,839","1","600","9","1,348"
"7.22","98","185,958","0","0","87","176,886","0","0","11","9,073"
"7.23","","","","","","","","","",""
"7.24","","","","","","","","","",""
"7.25","","","","","","","","","",""
