"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"6","냉동꽁치","대만","2017-12-14","162,750","불검출","불검출","적합"
"7","냉동명태","러시아","2017-12-14","3,360","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-12-14","132,720","불검출","불검출","적합"
"9","냉동가자미","러시아","2017-12-14","19,805","불검출","불검출","적합"
"10","냉동꽁치","대만","2017-12-14","22,050","불검출","불검출","적합"
"11","냉동가자미(각시가자미)","러시아","2017-12-14","22,050","불검출","불검출","적합"
"12","냉동꽁치","바누아투","2017-12-14","636,197","불검출","불검출","적합"
"13","냉동꽁치","대만","2017-12-14","43,939","불검출","불검출","적합"
"14","냉동꽁치","대만","2017-12-14","237,290","불검출","불검출","적합"
"15","냉동꽁치","대만","2017-12-14","44,910","불검출","불검출","적합"
"16","냉동꽁치","대만","2017-12-14","68,970","불검출","불검출","적합"
"17","냉동꽁치","바누아투","2017-12-14","736,006","불검출","불검출","적합"
"18","냉동민어(가이석태속)","인도","2017-12-14","15,580","불검출","불검출","적합"
"19","냉동대구(F)","러시아","2017-12-14","6,600","불검출","불검출","적합"
"20","냉동고둥살(피뿔고둥,자숙)","페루","2017-12-14","100","불검출","불검출","적합"
"21","냉동틸라피아(F,포장횟감)","대만","2017-12-14","13,000","불검출","불검출","적합"
"22","냉동꽁치","대만","2017-12-14","95,216","불검출","불검출","적합"
"23","냉동꽁치","대만","2017-12-14","247,352","불검출","불검출","적합"
"24","냉동꽁치","바누아투","2017-12-14","163,560","불검출","불검출","적합"
"합계","","-","-","3,523,173","-","-","-"
