"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","청주","교토부","2017-11-17","691","불검출","불검출","적합"
"15","소스류","사가현","2017-10-20","100","불검출","불검출","적합"
"16","혼합제제","사이타마현","2017-11-22","360","불검출","불검출","적합"
"17","청주","교토부","2017-11-16","8,755","불검출","불검출","적합"
"18","청주","교토부","2017-11-14","4,355","불검출","불검출","적합"
"19","청주","교토부","2017-11-20","5,054","불검출","불검출","적합"
"20","조미건어포류","에히메현","2017-11-20","1,200","불검출","불검출","적합"
"21","액상차","후쿠이현","2017-09-26","984","불검출","불검출","적합"
"22","액상차","후쿠이현","2017-07-15","1,080","불검출","불검출","적합"
"23","캔디류(사탕)","구마모토현","2017-10-21","54","불검출","불검출","적합"
"24","혼합제제","시가현","2017-10-18","801","불검출","불검출","적합"
"25","전분가공품","시즈오카현","2017-11-14","106","불검출","불검출","적합"
"26","빵류(파이)","훗카이도","2017-11-14","12,773","불검출","불검출","적합"
"27","수산물가공품","효고현","2017-11-17","600","불검출","불검출","적합"
"28","효모식품","오이타현","2017-10-13","1,000","불검출","불검출","적합"
"29","소스류","나가사키현","2017-11-02","1,475","불검출","불검출","적합"
"30","소스류","나가사키현","2017-10-26","3,822","불검출","불검출","적합"
"31","소스류","나가사키현","2017-11-11","1,177","불검출","불검출","적합"
"32","소스류","나가사키현","2017-10-19","869","불검출","불검출","적합"
"33","소스류","나가사키현","2017-10-17","941","불검출","불검출","적합"
"34","소스류","나가사키현","2017-11-01","374","불검출","불검출","적합"
"35","조미된장","아이치현","2017-11-14","15,000","불검출","불검출","적합"
"36","조미된장","아이치현","2017-11-16","3,000","불검출","불검출","적합"
"37","복합조미식품","야마구치현","2017-11-21","6,000","불검출","불검출","적합"
"38","복합조미식품","야마구치현","2017-11-21","1,550","불검출","불검출","적합"
"39","복합조미식품","야마구치현","2017-11-29","2,970","불검출","불검출","적합"
"40","소스류","야마구치현","2017-11-14","666","불검출","불검출","적합"
"41","과자(스낵과자)","이바라키현","2017-10-14","675","불검출","불검출","적합"
"42","과자(스낵과자)","이바라키현","2017-11-08","490","불검출","불검출","적합"
"43","과자(스낵과자)","이바라키현","2017-10-23","770","불검출","불검출","적합"
"44","향신료조제품
(고추냉이가공품)","도쿄도","2017-11-22","500","불검출","불검출","적합"
"45","혼합제제","오사카부","2017-11-24","34","불검출","불검출","적합"
"46","혼합제제","오사카부","2017-11-22","17","불검출","불검출","적합"
