"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활방어","에히메현","2017-12-14","1,650","불검출","불검출","적합"
"2","냉장명태","홋카이도","2017-12-14","3,816","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-12-14","4,440","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2017-12-14","13,017","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-12-14","2,760","불검출","불검출","적합"
"6","활게(참게)","후쿠오카현","2017-12-14","500","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2017-12-14","760","불검출","불검출","적합"
"8","냉동개아지살(가리비,횟감)","홋카이도","2017-12-14","1,800","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2017-12-14","7,655","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-12-14","2,770","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2017-12-14","6,325","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-12-14","1,692","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-12-14","2,000","불검출","불검출","적합"
"14","활꼬막","후쿠오카현","2017-12-14","3,700","불검출","불검출","적합"
"15","냉동상어(청상아리,F)","대서양","2017-12-14","3,163","불검출","불검출","적합"
"16","냉동상어(청상아리,F)","태평양","2017-12-14","2,992","불검출","불검출","적합"
"17","냉장명태","홋카이도","2017-12-14","6,460","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-12-14","4,520","불검출","불검출","적합"
"19","활우렁쉥이","홋카이도","2017-12-14","8,800","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-12-14","2,770","불검출","불검출","적합"
