"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","캔디류(사탕)","미에현","2017-11-10","1,056","불검출","불검출","적합"
"15","캔디류(사탕)","미에현","2017-11-10","211","불검출","불검출","적합"
"16","혼합제제","효고현","2017-11-06","3,000","불검출","불검출","적합"
"17","건어포류","교토부","2017-11-10","1,005","불검출","불검출","적합"
"18","건어포류","에히메현","2017-11-16","684","불검출","불검출","적합"
"19","빵류(케이크)","히로시마현","2017-11-07","288","불검출","불검출","적합"
"20","과자(스낵과자)","니가타현","2017-11-13","151","불검출","불검출","적합"
"21","캔디류(사탕)","아이치현","2017-10-24","240","불검출","불검출","적합"
"22","과자(스낵과자)","니가타현","2017-11-06","204","불검출","불검출","적합"
"23","향신료조제품
(고추냉이가공품)","도쿄도","2017-11-27","3,960","불검출","불검출","적합"
"24","맥주","후쿠오카현","2017-11-07","17,448","불검출","불검출","적합"
"25","맥주","후쿠오카현","2017-11-09","167,832","불검출","불검출","적합"
"26","맥주","후쿠오카현","2017-11-15","139,584","불검출","불검출","적합"
"27","맥주","후쿠오카현","2017-11-10","23,760","불검출","불검출","적합"
"28","즉석조리식품","훗카이도","2017-11-14","71","불검출","불검출","적합"
"29","당절임","와카야마현","2017-09-21","360","불검출","불검출","적합"
"30","국수","사이타마현","2017-11-09","1,800","불검출","불검출","적합"
"31","국수","사가현","2017-08-03","200","불검출","불검출","적합"
"32","덱스트린","효고현","2017-10-12","1,000","불검출","불검출","적합"
"33","덱스트린","효고현","2017-10-13","4,000","불검출","불검출","적합"
"34","캔디류(젤리)","나라현","2017-11-16","5,302","불검출","불검출","적합"
"35","캔디류(젤리)","나라현","2017-11-16","4,461","불검출","불검출","적합"
"36","캔디류(캐러멜)","나라현","2017-11-15","6,012","불검출","불검출","적합"
"37","캔디류(캐러멜)","나라현","2017-11-13","6,024","불검출","불검출","적합"
"38","캔디류(사탕)","나라현","2017-11-08","794","불검출","불검출","적합"
"39","캔디류(사탕)","나라현","2017-11-14","2,300","불검출","불검출","적합"
"40","혼합제제","미에현","2017-11-30","198","불검출","불검출","적합"
"41","혼합제제","히로시마현","2017-11-10","15","불검출","불검출","적합"
"42","혼합제제","히로시마현","2017-11-14","30","불검출","불검출","적합"
"43","혼합제제","히로시마현","2017-11-09","25","불검출","불검출","적합"
"44","혼합제제","히로시마현","2017-11-20","100","불검출","불검출","적합"
"45","혼합제제","히로시마현","2017-11-14","100","불검출","불검출","적합"
"46","혼합제제","히로시마현","2017-11-15","5","불검출","불검출","적합"
