"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","408","1,909,082","0","0","311","1,868,339","2","1,234","95","39,511"
"12.11","155","547,036","0","0","130","539,207","0","0","25","7,829"
"12.12","118","316,741","0","0","82","308,497","1","1,200","35","7,045"
"12.13","135","1,045,305","0","0","99","1,020,635","1","34","35","24,637"
"","","","","","","","","","",""
"","","","","","","","","","",""
