"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","51","","141,499","","",""
"1","혼합제제","효고현","2013-03-14","102","불검출","불검출","적합"
"2","혼합제제","효고현","2016-03-18","30","불검출","불검출","적합"
"3","빵류(카스텔라)","오사카부","2016-03-21","1,038","불검출","불검출","적합"
"4","과자(쿠키)","오사카부","2016-03-24","288","불검출","불검출","적합"
"5","빵류(그외 빵류)","오사카부","2016-03-26","150","불검출","불검출","적합"
"6","청주","효고현","2016-03-15","1,236","불검출","불검출","적합"
"7","액상차","오사카부","2016-02-22","7,125","불검출","불검출","적합"
"8","청주","효고현","2016-03-18","3,564","불검출","불검출","적합"
"9","건어포류","에히메현","2016-03-16","120","불검출","불검출","적합"
"10","당류가공품","오카야마현","2016-02-19","32,000","불검출","불검출","적합"
"11","효소처리루틴","지바현","2016-03-10","500","불검출","불검출","적합"
"12","과자(쿠키)","도쿠시마현","2016-02-18","1,151.82","불검출","불검출","적합"
"13","과자(쿠키)","도쿠시마현","2016-02-25","1,151.82","불검출","불검출","적합"
