"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","22,010","-","-","-"
"1","냉장옥덩굴","오키나와현","2016-04-08","10","불검출","불검출","적합"
"2","활장어 먹장어
(
)","나가사키현","2016-04-08","374","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-04-08","2,370","불검출","불검출","적합"
"4","냉장돔 황돔(
)","야마구치현","2016-04-08","150","불검출","불검출","적합"
"5","냉장홍어","야마구치현","2016-04-08","310","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2016-04-08","75","불검출","불검출","적합"
"7","냉장돔 황돔(
)","야마구치현","2016-04-08","860","불검출","불검출","적합"
"8","냉장홍어","야마구치현","2016-04-08","460","불검출","불검출","적합"
"9","냉장갈치","효고현","2016-04-08","360","불검출","불검출","적합"
"10","냉동다랑어
(
남방참다랑어
)","인도양","2016-04-08","3,758","불검출","불검출","적합"
"11","냉동갈치","야마구치현","2016-04-08","3,856","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-04-08","6,972","불검출","불검출","적합"
"13","활장어 먹장어
(
)","후쿠이현","2016-04-08","2,455","불검출","불검출","적합"
