"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","캔디류(사탕)","오사카부","2016-02-24","369.6","불검출","불검출","적합"
"15","캔디류(사탕)","오사카부","2016-02-23","369.6","불검출","불검출","적합"
"16","곡류가공품","효고현","2016-02-01","5,560","불검출","불검출","적합"
"17","청주","효고현","2016-02-09","72","불검출","불검출","적합"
"18","청주","효고현","2016-02-09","39","불검출","불검출","적합"
"19","청주","효고현","2016-02-18","144","불검출","불검출","적합"
"20","청주","효고현","2016-02-18","2,160","불검출","불검출","적합"
"21","청주","효고현","2016-02-18","1,440","불검출","불검출","적합"
"22","청주","효고현","2016-02-18","1,440","불검출","불검출","적합"
"23","청주","효고현","2016-02-16","720","불검출","불검출","적합"
"24","청주","효고현","2016-02-01","1,220","불검출","불검출","적합"
"25","양조간장","지바현","2016-03-04","7,024","불검출","불검출","적합"
"26","양조간장","지바현","2016-03-08","9,334","불검출","불검출","적합"
"27","양조간장","지바현","2016-01-15","552","불검출","불검출","적합"
"28","소스류","히로시마현","2016-03-18","10,026","불검출","불검출","적합"
"29","수산화칼슘","고치현","2015-12-01","4,000","불검출","불검출","적합"
"30","청주","도치기현","2016-03-07","1,555.2","불검출","불검출","적합"
"31","혼합제제","오사카부","2016-03-24","200","불검출","불검출","적합"
"32","떡류","군마현","2016-01-04","251.16","불검출","불검출","적합"
"33","떡류","군마현","2016-02-02","1,135.68","불검출","불검출","적합"
"34","떡류","군마현","2016-01-29","240.24","불검출","불검출","적합"
"35","혼합제제","효고현","2016-03-18","17","불검출","불검출","적합"
"36","혼합제제","효고현","2016-03-16","17","불검출","불검출","적합"
"37","혼합제제","효고현","2016-03-16","17","불검출","불검출","적합"
"38","떡류","군마현","2016-01-18","251.16","불검출","불검출","적합"
"39","떡류","군마현","2016-01-08","120.12","불검출","불검출","적합"
"40","떡류","군마현","2015-12-29","982.8","불검출","불검출","적합"
"41","떡류","군마현","2016-01-29","753.48","불검출","불검출","적합"
"42","떡류","군마현","2016-02-03","480.48","불검출","불검출","적합"
"43","떡류","군마현","2016-02-15","1,179.36","불검출","불검출","적합"
"44","떡류","군마현","2016-02-26","65.52","불검출","불검출","적합"
"45","떡류","군마현","2016-02-17","666.12","불검출","불검출","적합"
"46","과자(스낵과자)","사이타마현","2015-10-14","1,444","불검출","불검출","적합"
"47","떡류","군마현","2015-12-11","87.36","불검출","불검출","적합"
