"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","마른명태","러시아","2017-05-30","10,832","불검출","불검출","적합"
"2","냉동상어(귀상어)","중국","2017-05-30","12,000","불검출","불검출","적합"
"3","냉동어란(명란)","러시아","2017-05-30","693","불검출","불검출","적합"
"4","냉동새우(홍다리얼룩새우)","인도네시아","2017-05-30","2,728","불검출","불검출","적합"
"5","냉동어란(명란)","러시아","2017-05-30","43,286","불검출","불검출","적합"
"6","냉동곤이(명태)","러시아","2017-05-30","833","불검출","불검출","적합"
"7","냉동대구(목살)","러시아","2017-05-30","10,665","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2017-05-30","22,050","불검출","불검출","적합"
"9","냉동가자미(각시가자미)","러시아","2017-05-30","66,150","불검출","불검출","적합"
"10","냉동가자미(첨치가자미,F)","미국","2017-05-30","24,000","불검출","불검출","적합"
"11","냉동명태","러시아","2017-05-30","10,000","불검출","불검출","적합"
"12","냉동가자미(각시가자미)","러시아","2017-05-30","22,000","불검출","불검출","적합"
"13","냉동곤이(명태)","러시아","2017-05-30","3,082","불검출","불검출","적합"
"합계","","-","-","228,319","-","-","-"
