"108","과자(쿠키)","도쿠시마현","2017-03-07","1,152","불검출","불검출",""
"109","청주","나라현","2017-04-22","148","불검출","불검출",""
"110","소르비탄
지방산에스테르","와카야마현","2017-03-01","100","불검출","불검출",""
"111","폴리소르베이트20","와카야마현","2017-02-15","2,016","불검출","불검출",""
"112","폴리소르베이트80","와카야마현","2017-03-21","7,038","불검출","불검출",""
"113","수산물가공품","효고현","2017-05-12","360","불검출","불검출",""
"114","쇼트닝","가나가와현","2017-03-03","200","불검출","불검출",""
"115","소스류","지바현","2017-01-11","124","불검출","불검출",""
"116","소스류","지바현","2017-02-02","121","불검출","불검출",""
