"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","27건","-","-","87,532","-","-","-"
"1","활장어(먹장어)","나가사키현","2015-3-12","2,025","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-3-12","7,395","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-3-12","7,479","불검출","불검출","적합"
"4","활백합
(Mercenaria mercenaria)","도쿄도","2015-3-12","9,500","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-3-12","6,500","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-3-12","6,800","불검출","불검출","적합"
"7","냉동다랑어(눈다랑어,목살) 시즈오카현","","2015-3-12","40","불검출","불검출","적합"
"8","활장어(먹장어)","나가사키현","2015-3-12","2,795","불검출","불검출","적합"
"9","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2015-3-12","230","불검출","불검출","적합"
"10","냉동다랑어(눈다랑어,목살) 시즈오카현","","2015-3-12","240","불검출","불검출","적합"
"11","활꼬막","후쿠오카현","2015-3-12","1,220","불검출","불검출","적합"
"12","냉동다랑어(남방참다랑어) 인도양","","2015-3-12","9,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-3-12","3,000","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-3-12","7,200","불검출","불검출","적합"
"15","냉장갈치","나가사키현","2015-3-12","340","불검출","불검출","적합"
"16","냉장명태","홋카이도","2015-3-12","10,088","불검출","불검출","적합"
"17","냉장홍어","야마구치현","2015-3-12","630","불검출","불검출","적합"
"18","활꼬막","사가현","2015-3-12","780","불검출","불검출","적합"
"19","활꼬막(새꼬막)","사가현","2015-3-12","4,520","불검출","불검출","적합"
"20","활해삼","나가사키현","2015-3-12","190","불검출","불검출","적합"
"21","냉장갈치","효고현","2015-3-12","696","불검출","불검출","적합"
"22","냉장갈치","구마모토현","2015-3-12","1,070","불검출","불검출","적합"
"23","활장어(먹장어)","나가사키현","2015-3-12","1,005","불검출","불검출","적합"
"24","냉동다랑어(눈다랑어,목살) 대서양","","2015-3-12","3,476","불검출","불검출","적합"
