"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"100","국수","이바라키현","2015-02-13","896","불검출","불검출","적합"
"101","건어포류","교토부","2015-02-13","125","불검출","불검출","적합"
"102","청주","후쿠이현","2015-02-23","90","불검출","불검출","적합"
"103","조미된장","아이치현","2015-02-04","6,500","불검출","불검출","적합"
"104","조미된장","아이치현","2015-02-04","7,050","불검출","불검출","적합"
"105","조미된장","아이치현","2014-11-14","3,234","불검출","불검출","적합"
"106","캔디류(사탕)","후쿠오카현","2015-02-20","189","불검출","불검출","적합"
"107","청주","야마가타현","2015-02-04","216","불검출","불검출","적합"
"108","캔디류(사탕)","후쿠오카현","2015-01-29","210","불검출","불검출","적합"
"109","혼합제제","효고현","2015-01-21","170","불검출","불검출","적합"
"110","혼합제제","효고현","2015-01-29","34","불검출","불검출","적합"
"111","소스류","시가현","2015-01-29","20,100","불검출","불검출","적합"
"112","양조간장","후쿠오카현","2015-01-27","6,669","불검출","불검출","적합"
"113","캔디류(사탕)","후쿠오카현","2015-02-10","120","불검출","불검출","적합"
"114","청주","도쿠시마현","2015-02-03","148.8","불검출","불검출","적합"
"115","청주","아키타현","2015-02-06","259.2","불검출","불검출","적합"
"116","과자(스낵과자)","사이타마현","2015-02-20","696","불검출","불검출","적합"
"117","당류가공품","교토부","2015-02-13","270","불검출","불검출","적합"
"118","당류가공품","교토부","2015-02-23","198","불검출","불검출","적합"
"119","당류가공품","교토부","2015-02-04","369","불검출","불검출","적합"
"120","혼합장","나가노현","2015-02-04","576","불검출","불검출","적합"
"121","당류가공품","교토부","2014-11-14","261","불검출","불검출","적합"
"122","즉석조리식품","나가노현","2015-02-20","191.88","불검출","불검출","적합"
"123","당류가공품","교토부","2015-02-04","256.5","불검출","불검출","적합"
"124","즉석조리식품","나가노현","2015-01-29","181.44","불검출","불검출","적합"
"125","당류가공품","교토부","2015-01-21","234","불검출","불검출","적합"
"126","조미된장","나가노현","2015-01-29","200","불검출","불검출","적합"
"127","조미된장","나가노현","2015-01-29","1,920","불검출","불검출","적합"
"128","당류가공품","오사카부","2015-01-27","141","불검출","불검출","적합"
"129","당류가공품","오사카부","2015-02-10","153","불검출","불검출","적합"
