"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"43","과자(비스킷)","야마가타현","2015-02-03","85.2","불검출","불검출","적합"
"44","초콜릿가공품","야마나시현","2015-02-10","101.38","불검출","불검출","적합"
"45","캔디류(사탕)","니가타현","2015-02-02","224","불검출","불검출","적합"
"46","과자(스낵과자)","야마나시현","2015-02-03","443.52","불검출","불검출","적합"
"47","과자(스낵과자)","야마가타현","2015-02-04","401.28","불검출","불검출","적합"
"48","필발(long
pepper)/열매/건
조","인도네시아","2014-03-01","300","불검출","불검출","적합"
"49","과자(비스킷)","사이타마현","2015-01-05","974.7","불검출","불검출","적합"
"50","과자(크래커)","미에현","2014-11-14","5.4","불검출","불검출","적합"
"51","비타민/감마리놀
렌산함유유지","야마나시현","2015-02-04","606","불검출","불검출","적합"
"52","캔디류(사탕)","가나가와현","2014-12-02","200.4","불검출","불검출","적합"
"53","캔디류(사탕)","시즈오카현","2014-11-02","262.8","불검출","불검출","적합"
"54","발효식초","도쿄도","2015-01-14","288","불검출","불검출","적합"
"55","건어포류","오사카부","2015-02-06","800","불검출","불검출","적합"
"56","발효식초","도쿄도","2015-01-27","1,440","불검출","불검출","적합"
"57","청주","효고현","2015-01-20","270","불검출","불검출","적합"
"58","기타가공품","이바라키현","2015-01-16","1,000","불검출","불검출","적합"
"59","청국장","도치기현","2015-02-07","2,165.8","불검출","불검출","적합"
"60","청국장","도치기현","2015-02-07","330.5","불검출","불검출","적합"
"61","양조간장","아이치현","2015-01-06","840","불검출","불검출","적합"
"62","된장","아이치현","2015-01-13","312","불검출","불검출","적합"
"63","기타가공품","아이치현","2014-11-01","3","불검출","불검출","적합"
"64","과자(비스킷)","아이치현","2015-02-05","930","불검출","불검출","적합"
"65","과자(크래커)","아이치현","2015-02-05","1,237.5","불검출","불검출","적합"
"66","캔디류(사탕)","효고현","2015-01-30","624","불검출","불검출","적합"
"67","자당지방산에스테
르","미에현","2014-12-30","2,160","불검출","불검출","적합"
"68","혼합제제","미에현","2015-01-07","900","불검출","불검출","적합"
"69","자당지방산에스테
르","미에현","2015-01-15","3,600","불검출","불검출","적합"
"70","복합조미식품","에히메현","2015-02-04","2,000","불검출","불검출","적합"
