"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2019-07-16","600","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-07-16","1,178","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2019-07-16","795","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-07-16","1,200","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2019-07-16","757","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2019-07-16","1,729","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-07-16","372","불검출","불검출","적합"
"8","활전갱이(흑점줄전갱이)","에히메현","2019-07-16","991","불검출","불검출","적합"
"9","활돔(돌돔)","에히메현","2019-07-16","1,285","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2019-07-16","2,952","불검출","불검출","적합"
"11","냉장명태","홋카이도","2019-07-16","624","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2019-07-16","1,812","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2019-07-16","1,230","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2019-07-16","801","불검출","불검출","적합"
"15","활가리비","홋카이도","2019-07-16","7,822","불검출","불검출","적합"
"16","활장어(먹장어)","후쿠오카현","2019-07-16","1,660","불검출","불검출","적합"
"합계","","-","-","25,808","-","-","-"
