"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2018-08-31","6,975","적합","적합","적합"
"2","활장어(먹장어)","후쿠오카현","2018-08-31","3,571","적합","적합","적합"
"3","냉동민어(수조기)","야마구치현","2018-08-31","325","적합","적합","적합"
"4","냉장돔(황돔)","나가사키현","2018-08-31","1,856","적합","적합","적합"
"5","활돔(참돔)","에히메현","2018-08-31","1,211","적합","적합","적합"
"6","활돔(참돔)","에히메현","2018-08-31","2,937","적합","적합","적합"
"7","냉장돔(황돔)","후쿠오카현","2018-08-31","110","적합","적합","적합"
"8","활가리비","홋카이도","2018-08-31","7,000","적합","적합","적합"
"9","활가리비","홋카이도","2018-08-31","5,648","적합","적합","적합"
"10","냉장돔(황돔)","나가사키현","2018-08-31","960","적합","적합","적합"
"11","활돔(참돔)","에히메현","2018-08-31","14,776","적합","적합","적합"
"12","냉장돔(참돔)","나가사키현","2018-08-31","240","적합","적합","적합"
"13","활가리비","홋카이도","2018-08-31","8,000","적합","적합","적합"
"14","활가리비","홋카이도","2018-08-31","6,982","적합","적합","적합"
"합계","","-","-","60,591","-","-","-"
