"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","475","1,994,232","1","549","403","1,661,636","2","364","69","54,683"
"8.27","121","262,928","0","0","96","243,895","1","62","24","18,971"
"8.28","112","466,696","1","549","99","456,389","0","0","12","9,758"
"8.29","110","308,658","0","0","104","30,805","0","0","6","853"
"8.30","50","635,802","0","0","42","632,981","0","0","8","2,821"
"8.31","82","320,148","0","0","62","297,566","1","302","19","22,280"
