"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","43,733","-","-","-"
"1","활돔(벵에돔)","고치현","2014-8-19","1,071","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-8-19","3,858","불검출","불검출","적합"
"3","활돔(쥐돔)","고치현","2014-8-19","2,110","불검출","불검출","적합"
"4","활돔(돌돔)","와카야마현","2014-8-19","1,134","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2014-8-19","6,745","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2014-8-19","4,018","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2014-8-19","4,053","불검출","불검출","적합"
"8","활장어(먹장어)","나가사키현","2014-8-19","670","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2014-8-19","50","불검출","불검출","적합"
"10","냉장돔(황돔)","나가사키현","2014-8-19","248","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2014-8-19","12,910","불검출","불검출","적합"
"12","냉장명태","홋카이도","2014-8-19","564","불검출","불검출","적합"
"13","냉장명태","홋카이도","2014-8-19","4,664","불검출","불검출","적합"
"14","활돔(강담돔)","와카야마현","2014-8-19","378","불검출","불검출","적합"
"15","활바리(능성어)","미에현","2014-8-19","900","불검출","불검출","적합"
"16","냉동큰실말","오키나와현","2014-8-19","360","불검출","불검출","적합"
