"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"47","캔디류(사탕)","나라현","2017-12-04","252","불검출","불검출","적합"
"48","캔디류(사탕)","나라현","2017-12-05","126","불검출","불검출","적합"
"49","혼합장","야마나시현","2017-12-13","93","불검출","불검출","적합"
"50","건면","시즈오카현","2017-11-20","112","불검출","불검출","적합"
"51","소스류","나가사키현","2017-11-30","7,474","불검출","불검출","적합"
"52","기타주류","효고현","2017-12-20","194","불검출","불검출","적합"
"53","곡류가공품","나가사키현","2017-11-27","1,900","불검출","불검출","적합"
"54","소스류","나가사키현","2017-12-05","3,024","불검출","불검출","적합"
"55","소스류","나가사키현","2017-11-27","3,937","불검출","불검출","적합"
"56","소스류","나가사키현","2017-12-02","1,781","불검출","불검출","적합"
"57","소스류","나가사키현","2017-11-20","1,000","불검출","불검출","적합"
"58","소스류","나가사키현","2017-12-16","726","불검출","불검출","적합"
"59","소스류","나가사키현","2017-11-23","2,115","불검출","불검출","적합"
"60","드레싱","나가사키현","2017-11-21","1,337","불검출","불검출","적합"
"61","소스류","나가사키현","2017-11-28","466","불검출","불검출","적합"
"62","소스류","훗카이도","2017-11-29","504","불검출","불검출","적합"
"63","커피/건조","콜롬비아","2017-06-20","3,290","불검출","불검출","적합"
