"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2018-01-15","2,600","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2018-01-15","701","불검출","불검출","적합"
"3","냉장명태","홋카이도","2018-01-15","3,900","불검출","불검출","적합"
"4","냉장명태","홋카이도","2018-01-15","2,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2018-01-15","7,171","불검출","불검출","적합"
"6","냉동돔(황돔)","후쿠오카현","2018-01-15","1,544","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2018-01-15","7,442","불검출","불검출","적합"
"8","냉장돔(황돔)","나가사키현","2018-01-15","376","불검출","불검출","적합"
"9","냉장명태","홋카이도","2018-01-15","2,400","불검출","불검출","적합"
"10","냉장명태","홋카이도","2018-01-15","4,500","불검출","불검출","적합"
"11","냉장명태","홋카이도","2018-01-15","2,587","불검출","불검출","적합"
"12","활방어","에히메현","2018-01-15","4,414","불검출","불검출","적합"
"13","냉장명태","홋카이도","2018-01-15","2,400","불검출","불검출","적합"
"14","냉동갈치","후쿠오카현","2018-01-15","165","불검출","불검출","적합"
"15","냉장명태","홋카이도","2018-01-15","2,587","불검출","불검출","적합"
"16","냉장명태","홋카이도","2018-01-15","8,200","불검출","불검출","적합"
"17","냉장명태","홋카이도","2018-01-15","2,400","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2018-01-15","631","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2018-01-15","10,568","불검출","불검출","적합"
"20","냉동민어(수조기)","후쿠오카현","2018-01-15","615","불검출","불검출","적합"
