"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","217","1,213,040","1","9,979","183","1,136,919","0","0","33","66,142"
"11.14","115","631,253","1","9,979","98","572,788","0","0","16","48,486"
"11.15","102","581,787","0","0","85","564,131","0","0","17","17,656"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
