"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장돔(황돔)","나가사키현","2016-11-16","76","불검출","불검출","적합"
"18","냉장갈치","오이타현","2016-11-16","860","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-11-16","4,250","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-11-16","1,110","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-11-16","6,986","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-11-16","3,900","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2016-11-16","2,333","불검출","불검출","적합"
"24","활우렁쉥이","홋카이도","2016-11-16","9,019","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-11-16","2,352","불검출","불검출","적합"
"26","활장어(먹장어)","나가사키현","2016-11-16","2,328","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2016-11-16","8,003","불검출","불검출","적합"
"28","활게(참게)","후쿠오카현","2016-11-16","860","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2016-11-16","9,293","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-11-16","9,564","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-11-16","9,480","불검출","불검출","적합"
