"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"117","과자(스낵과자)","고치현","2016-09-20","80","불검출","불검출","적합"
"118","추잉껌","오사카부","2016-08-24","95","불검출","불검출","적합"
"119","복합조미식품","구마모토현","2016-11-01","508","불검출","불검출","적합"
"120","과자(스낵과자)","아이치현","2016-09-22","207","불검출","불검출","적합"
"121","캔디류(사탕)","나라현","2016-10-18","1,997","불검출","불검출","적합"
"122","과자(크래커)","아이치현","2016-09-26","52","불검출","불검출","적합"
"123","준초콜릿","가나가와현","2016-10-03","1,001","불검출","불검출","적합"
"124","비타민/무기질/가
르시니아캄보지아
추출물","오사카부","2016-10-19","98","불검출","불검출","적합"
"125","유탕면류","군마현","2016-10-14","292","불검출","불검출","적합"
"126","유탕면류","군마현","2016-10-12","246","불검출","불검출","적합"
"127","카레","도치기현","2016-07-28","455","불검출","불검출","적합"
"128","소스류","히로시마현","2016-10-05","660","불검출","불검출","적합"
"129","소스류","히로시마현","2016-09-15","2,628","불검출","불검출","적합"
"130","소스류","가나가와현","2016-10-24","797","불검출","불검출","적합"
"131","카레","도치기현","2016-08-30","1,822","불검출","불검출","적합"
"132","카레","도치기현","2016-08-29","5,382","불검출","불검출","적합"
"133","소스류","가나가와현","2016-10-24","2,382","불검출","불검출","적합"
"134","맥주","후쿠오카현","2016-09-22","16,800","불검출","불검출","적합"
"135","장류절임","도치기현","2016-10-17","60","불검출","불검출","적합"
"136","맥주","후쿠오카현","2016-09-22","50,400","불검출","불검출","적합"
"137","캔디류(사탕)","아이치현","2016-11-01","1,260","불검출","불검출","적합"
"138","청주","나라현","2016-11-01","86","불검출","불검출","적합"
"139","장류절임","도치기현","2016-10-17","64","불검출","불검출","적합"
"140","캔디류(사탕)","아이치현","2016-11-01","1,152","불검출","불검출","적합"
"141","소스류","히로시마현","2016-10-04","264","불검출","불검출","적합"
"142","소스류","히로시마현","2016-10-11","82","불검출","불검출","적합"
"143","과자(비스킷)","훗카이도","2016-09-13","25","불검출","불검출","적합"
"144","과자(비스킷)","아이치현","2016-10-20","930","불검출","불검출","적합"
"145","과자(크래커)","오사카부","","1,120","불검출","불검출","적합"
