"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장돔(금눈돔)","시즈오카현","2019-04-11","32","불검출","불검출","적합"
"2","냉장준치","구마모토현","2019-04-11","168","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2019-04-11","5,938","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-04-11","1,950","불검출","불검출","적합"
"5","냉장갈치","효고현","2019-04-11","680","불검출","불검출","적합"
"6","냉장민어(수조기)","가가와현","2019-04-11","11","불검출","불검출","적합"
"7","활가리비","홋카이도","2019-04-11","6,925","불검출","불검출","적합"
"8","활가리비","홋카이도","2019-04-11","7,000","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2019-04-11","710","불검출","불검출","적합"
"10","냉장갈치","오이타현","2019-04-11","500","불검출","불검출","적합"
"11","냉장준치","효고현","2019-04-11","800","불검출","불검출","적합"
"12","활대합(북방대합)","홋카이도","2019-04-11","3,000","불검출","불검출","적합"
"13","활대합(북방대합)","홋카이도","2019-04-11","1,100","불검출","불검출","적합"
"14","냉장명태","홋카이도","2019-04-11","1,625","불검출","불검출","적합"
"15","냉동다랑어(눈다랑어,F,횟감)","대서양","2019-04-11","1,790","불검출","불검출","적합"
"16","냉동다랑어(눈다랑어,목살,횟감)","태평양","2019-04-11","30","불검출","불검출","적합"
"17","활가리비","홋카이도","2019-04-11","6,870","불검출","불검출","적합"
"18","활대합(북방대합)","홋카이도","2019-04-11","6,165","불검출","불검출","적합"
"19","냉장갈치","오이타현","2019-04-11","420","불검출","불검출","적합"
"20","냉동다랑어(남방참다랑어)","인도양","2019-04-11","10,395","불검출","불검출","적합"
