"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","빵류","히로시마현","2019-03-25","922","불검출","불검출","적합"
"16","빵류","히로시마현","2019-03-25","1,664","불검출","불검출","적합"
"17","청주","기후현","2019-03-11","432","불검출","불검출","적합"
"18","과자","구마모토현","2019-02-28","68","불검출","불검출","적합"
"19","혼합제제","시즈오카현","2019-03-13","135","불검출","불검출","적합"
"20","빵류","사이타마현","2019-03-06","2,520","불검출","불검출","적합"
"21","빵류","사이타마현","2019-03-04","2,412","불검출","불검출","적합"
"22","빵류","사이타마현","2019-03-07","6,300","불검출","불검출","적합"
"23","혼합제제","오카야마현","2019-03-26","15","불검출","불검출","적합"
"24","양념젓갈","가나가와현","2019-03-12","1,440","불검출","불검출","적합"
"25","향신료조제품","도쿄도","2019-03-18","1,260","불검출","불검출","적합"
"26","기타 수산물가공품","후쿠시마현","2019-03-08","400","불검출","불검출","적합"
"27","기타 수산물가공품","후쿠시마현","2019-03-05","360","불검출","불검출","적합"
"28","기타 수산물가공품","후쿠시마현","2019-03-08","480","불검출","불검출","적합"
"29","기타 수산물가공품","후쿠시마현","2019-03-15","1,920","불검출","불검출","적합"
"30","소스","후쿠오카현","2019-03-25","3,613","불검출","불검출","적합"
"31","양조간장","후쿠오카현","2019-03-18","5,640","불검출","불검출","적합"
"32","청국장","가고시마현","2019-03-15","7,260","불검출","불검출","적합"
"33","혼합제제","시즈오카현","2019-03-06","100","불검출","불검출","적합"
"34","혼합제제","사이타마현","2019-03-11","18","불검출","불검출","적합"
"35","혼합제제","가나가와현","2019-03-04","600","불검출","불검출","적합"
"36","혼합제제","효고현","2019-03-18","5,000","불검출","불검출","적합"
"37","혼합제제","효고현","2019-03-18","5,000","불검출","불검출","적합"
"38","과자","고치현","2019-03-19","2,520","불검출","불검출","적합"
"39","무기질","도야마현","2019-02-21","97","불검출","불검출","적합"
"40","캔디류","아이치현","2019-03-15","257","불검출","불검출","적합"
"41","즉석조리식품","가나가와현","2019-02-27","6,297","불검출","불검출","적합"
"42","즉석조리식품","가나가와현","2019-03-01","1,789","불검출","불검출","적합"
"43","청주","히로시마현","2019-03-05","173","불검출","불검출","적합"
"44","기타 식용유지가공품","훗카이도","2019-03-07","3,008","불검출","불검출","적합"
"45","초콜릿가공품","이바라키현","2019-02-03","12,816","불검출","불검출","적합"
"46","두류가공품","나가노현","","16,067","불검출","불검출","적합"
"47","캔디류","아이치현","2019-01-06","540","불검출","불검출","적합"
"48","청주","교토부","2018-12-07","720","불검출","불검출","적합"
"49","청주","니가타현","2019-02-26","12,960","불검출","불검출","적합"
