"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","복합조미식품","구마모토현","2019-03-26","508","불검출","불검출","적합"
"16","혼합장","아이치현","2019-03-14","400","불검출","불검출","적합"
"17","가공두부","후쿠오카현","2019-03-01","2,600","불검출","불검출","적합"
"18","가공두부","후쿠오카현","2019-02-21","5,400","불검출","불검출","적합"
"19","가공두부","후쿠오카현","2019-03-09","4,680","불검출","불검출","적합"
"20","추출가공식품","에히메현","2018-12-11","3,000","불검출","불검출","적합"
"21","조제커피","효고현","2019-02-06","300","불검출","불검출","적합"
"22","조제커피","효고현","2019-02-14","300","불검출","불검출","적합"
"23","된장","나가노현","2019-03-06","500","불검출","불검출","적합"
"24","된장","나가노현","2019-03-06","500","불검출","불검출","적합"
"25","양조간장","후쿠오카현","2019-02-26","950","불검출","불검출","적합"
"26","소스","아이치현","2019-01-23","403","불검출","불검출","적합"
"27","청주","교토부","2019-02-20","3,888","불검출","불검출","적합"
"28","청주","교토부","2019-02-26","1,123","불검출","불검출","적합"
"29","소스","교토부","2019-02-06","146","불검출","불검출","적합"
"30","어묵","사가현","2019-02-28","700","불검출","불검출","적합"
"31","어묵","사가현","2019-02-28","1,260","불검출","불검출","적합"
"32","어묵","사가현","2019-01-31","900","불검출","불검출","적합"
"33","청주","훗카이도","2018-12-03","27","불검출","불검출","적합"
"34","어묵","사가현","2019-02-28","720","불검출","불검출","적합"
"35","청주","기후현","2019-02-20","27","불검출","불검출","적합"
"36","어묵","사가현","2018-12-31","969","불검출","불검출","적합"
"37","청주","교토부","2019-02-06","986","불검출","불검출","적합"
"38","청주","교토부","2019-02-25","1,800","불검출","불검출","적합"
"39","청주","교토부","2019-02-19","10,368","불검출","불검출","적합"
"40","소스","나가사키현","2019-02-01","115","불검출","불검출","적합"
"41","소스","도치기현","2019-02-13","180","불검출","불검출","적합"
"42","곡류가공품","나라현","2019-01-08","137","불검출","불검출","적합"
"43","조미김","도쿄도","2019-02-22","24","불검출","불검출","적합"
"44","추잉껌","아이치현","2019-03-13","5,280","불검출","불검출","적합"
"45","추잉껌","아이치현","2019-03-13","2,471","불검출","불검출","적합"
"46","맥주","오이타현","2019-03-01","6,000","불검출","불검출","적합"
"47","캔디류","군마현","2019-02-22","2,496","불검출","불검출","적합"
"48","비타민","사이타마현","","757","불검출","불검출","적합"
"49","소스","나가사키현","2019-01-29","7,300","불검출","불검출","적합"
