"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장홍어","홋카이도","2019-04-10","5,197","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2019-04-10","970","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-04-10","1,300","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-04-10","1,300","불검출","불검출","적합"
"5","활대합(북방대합)","홋카이도","2019-04-10","3,000","불검출","불검출","적합"
"6","활돔(돌돔)","고치현","2019-04-10","1,361","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-04-10","1,300","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2019-04-10","1,325","불검출","불검출","적합"
"9","냉장홍어","야마구치현","2019-04-10","156","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-04-10","1,048","불검출","불검출","적합"
"11","냉장명태","홋카이도","2019-04-10","2,158","불검출","불검출","적합"
"12","냉장복어(검복)","돗토리현","2019-04-10","564","불검출","불검출","적합"
"13","냉동방어(잿방어,F,포장횟감)","가고시마현","2019-04-10","510","불검출","불검출","적합"
"14","활돔(돌돔)","미에현","2019-04-10","894","불검출","불검출","적합"
"15","활대합(북방대합)","홋카이도","2019-04-10","5,000","불검출","불검출","적합"
"16","냉장명태","홋카이도","2019-04-10","6,669","불검출","불검출","적합"
"17","냉장가오리","야마구치현","2019-04-10","180","불검출","불검출","적합"
"18","냉장명태","홋카이도","2019-04-10","2,600","불검출","불검출","적합"
"19","활가리비","홋카이도","2019-04-10","6,972","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2019-04-10","8,744","불검출","불검출","적합"
