"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","소스류","히로시마현","2015-06-17","655.5","불검출","불검출","적합"
"14","과자(스낵과자)","고치현","2015-06-26","16.2","불검출","불검출","적합"
"15","과자(크래커)","아이치현","2015-06-13","18.6","불검출","불검출","적합"
"16","조미건어포류","아오모리현","2015-06-15","4.2","불검출","불검출","적합"
"17","과자(스낵과자)","고치현","2015-07-02","16.8","불검출","불검출","적합"
"18","기타가공품","에히메현","2015-06-25","2.9","불검출","불검출","적합"
"19","과자(스낵과자)","아이치현","2015-06-29","55.5","불검출","불검출","적합"
"20","조미건어포류","훗카이도","2015-06-17","6.1","불검출","불검출","적합"
"21","과.채가공품","훗카이도","2015-06-24","11.1","불검출","불검출","적합"
"22","조미건어포류","훗카이도","2015-06-09","7.8","불검출","불검출","적합"
"23","조미건어포류","후쿠오카현","2015-06-02","9.2","불검출","불검출","적합"
"24","엽산","시즈오카현","2015-04-27","300","불검출","불검출","적합"
"25","기타주류","히로시마현","2015-05-28","193.5","불검출","불검출","적합"
"26","리큐르","히로시마현","2015-05-14","193.5","불검출","불검출","적합"
"27","어묵","시마네현","2015-05-28","1,720","불검출","불검출","적합"
"28","과자(쿠키)","니가타현","2015-07-15","162","불검출","불검출","적합"
"29","리큐르","히로시마현","2015-06-12","387","불검출","불검출","적합"
"30","어묵","시마네현","2015-06-17","1,100","불검출","불검출","적합"
"31","어묵","시마네현","2015-06-21","739.2","불검출","불검출","적합"
"32","어묵","시마네현","2015-07-03","1,780.8","불검출","불검출","적합"
"33","어묵","시마네현","2015-07-05","360","불검출","불검출","적합"
"34","어묵","시마네현","2015-06-11","100","불검출","불검출","적합"
"35","어묵","시마네현","2015-06-26","1,047.6","불검출","불검출","적합"
"36","어묵","시마네현","2015-07-06","776.2","불검출","불검출","적합"
"37","어묵","시마네현","2015-07-02","250","불검출","불검출","적합"
"38","어묵","시마네현","2015-07-02","350","불검출","불검출","적합"
"39","준초콜릿","가나가와현","2015-06-17","20.52","불검출","불검출","적합"
"40","드레싱","시즈오카현","2015-06-24","108","불검출","불검출","적합"
"41","드레싱","후쿠시마현","2015-07-06","240","불검출","불검출","적합"
"42","혼합장","야마나시현","2015-07-10","2,200","불검출","불검출","적합"
