"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"43","청주","이시카와현","2015-07-02","103.68","불검출","불검출","적합"
"44","복합조미식품","군마현","2015-07-07","3,600","불검출","불검출","적합"
"45","볶은커피","군마현","2015-06-26","20.16","불검출","불검출","적합"
"46","소스류","후쿠오카현","2015-07-02","144","불검출","불검출","적합"
"47","기타가공품","사이타마현","2015-06-10","200","불검출","불검출","적합"
"48","소스류","후쿠오카현","2015-06-29","384","불검출","불검출","적합"
"49","금박","이시카와현","2015-07-21","0.18","불검출","불검출","적합"
"50","청주","아이치현","2015-07-07","388.8","불검출","불검출","적합"
"51","청주","아이치현","2015-06-30","129.6","불검출","불검출","적합"
"52","고형차","아이치현","2015-07-23","3,840","불검출","불검출","적합"
"53","혼합제제","시즈오카현","2015-07-09","100","불검출","불검출","적합"
"54","혼합제제","효고현","2015-07-07","34","불검출","불검출","적합"
"55","과자(스낵과자)","야마나시현","2015-07-17","79.2","불검출","불검출","적합"
"56","혼합제제","효고현","2015-07-07","51","불검출","불검출","적합"
"57","혼합제제","가나가와현","2015-07-08","60","불검출","불검출","적합"
"58","혼합제제","효고현","2015-07-07","17","불검출","불검출","적합"
"59","곡류가공품","아이치현","2015-05-27","500","불검출","불검출","적합"
"60","혼합제제","효고현","2015-07-07","17","불검출","불검출","적합"
"61","혼합제제","효고현","2015-07-08","17","불검출","불검출","적합"
"62","기타천연착향료","오카야마현","2015-05-15","105","불검출","불검출","적합"
"63","가공두부","오사카부","2015-07-07","4,000","불검출","불검출","적합"
"64","가공두부","오사카부","2015-07-13","14,000","불검출","불검출","적합"
"65","가공두부","후쿠오카현","2015-06-04","12,060","불검출","불검출","적합"
"66","자당지방산에스테르","시가현","2015-06-26","600","불검출","불검출","적합"
"67","자당지방산에스테르","시가현","2015-05-28","400","불검출","불검출","적합"
"68","자당지방산에스테르","시가현","2015-07-03","800","불검출","불검출","적합"
"69","자당지방산에스테르","시가현","2015-07-10","6,400","불검출","불검출","적합"
"70","소스류","후쿠오카현","2015-07-07","61","불검출","불검출","적합"
"71","소스류","후쿠오카현","2015-07-10","564","불검출","불검출","적합"
"72","양조간장","후쿠오카현","2015-07-14","1,290","불검출","불검출","적합"
