"수입
검사결과
제조일자","","","","","","",""
"순번
품목명
중량
제조·생산지
세슘
요오드
판정
(유통기한)
(기준:100Bq/kg)
(기준:300Bq/kg)
(kg)","","","","","","",""
"83","금박","교토부","2017-05-31","0.24","불검출","불검출","적합"
"84","수산물가공품","미에현","2017-06-05","1,200","불검출","불검출","적합"
"85","향신료조제품
(고추냉이가공품)","도쿄도","2017-05-30","1,320","불검출","불검출","적합"
"86","식초절임(매실절임)","와카야마현","2017-05-30","160","불검출","불검출","적합"
"87","수산물가공품","후쿠시마현","2017-05-24","360","불검출","불검출","적합"
"88","수산물가공품","후쿠시마현","2017-06-01","600","불검출","불검출","적합"
"89","국수","효고현","2017-06-10","672","불검출","불검출","적합"
"90","카레","도치기현","2017-03-06","777","불검출","불검출","적합"
"91","카레","도치기현","2017-03-13","777","불검출","불검출","적합"
"92","카레","나라현","2017-04-25","800","불검출","불검출","적합"
"93","카레","나라현","2017-04-11","5,000","불검출","불검출","적합"
"94","조미건어포류","에히메현","2017-06-08","1,500","불검출","불검출","적합"
"95","맥주","후쿠오카현","2017-06-01","34,896","불검출","불검출","적합"
"96","맥주","후쿠오카현","2017-06-06","5,244","불검출","불검출","적합"
"97","맥주","후쿠오카현","2017-05-30","12,204","불검출","불검출","적합"
"98","맥주","후쿠오카현","2017-06-06","33,566","불검출","불검출","적합"
