"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","청주","아이치현","2014-06-01","583.2","불검출","불검출","적합"
"20","청주","아이치현","2014-06-01","220.32","불검출","불검출","적합"
"21","청주","아이치현","2014-05-01","256.32","불검출","불검출","적합"
"22","청주","아이치현","2014-06-01","550.8","불검출","불검출","적합"
"23","국수","사가현","2014-07-03","26.7","불검출","불검출","적합"
"24","국수","사가현","2014-07-04","27.75","불검출","불검출","적합"
"25","청주","아이치현","2014-06-01","172.8","불검출","불검출","적합"
"26","청주","아이치현","2014-06-01","36","불검출","불검출","적합"
"27","청주","효고현","2014-07-04","1,728","불검출","불검출","적합"
"28","청주","효고현","2014-07-08","5,184","불검출","불검출","적합"
"29","청주","효고현","2014-07-03","631.8","불검출","불검출","적합"
"30","기타가공품","와카야마현","2014-07-03","3,000","불검출","불검출","적합"
"31","혼합제제","가나가와현","2014-06-11","40","불검출","불검출","적합"
"32","소스류","가나가와현","2014-06-04","220","불검출","불검출","적합"
"33","탄산음료","야마구치현","2014-05-27","176.4","불검출","불검출","적합"
"34","탄산음료","야마구치현","2014-05-17","176.4","불검출","불검출","적합"
"35","탄산음료","야마구치현","2014-04-20","285.6","불검출","불검출","적합"
"36","탄산음료","야마구치현","2014-05-28","285.6","불검출","불검출","적합"
"37","액상차","후쿠이현","2014-05-19","852","불검출","불검출","적합"
"38","과.채가공품","훗카이도","2014-06-12","10.7","불검출","불검출","적합"
"39","과.채가공품","훗카이도","2014-06-09","7.5","불검출","불검출","적합"
"40","과.채가공품","훗카이도","2014-06-11","7.7","불검출","불검출","적합"
"41","과자(크래커)","아이치현","2014-06-09","26.3","불검출","불검출","적합"
"42","조미건어포류","훗카이도","2014-06-19","9.1","불검출","불검출","적합"
"43","혼합제제","지바현","2014-06-09","5","불검출","불검출","적합"
"44","맥주","오이타현","2014-06-11","29,520","불검출","불검출","적합"
"45","혼합제제","효고현","2014-07-10","17","불검출","불검출","적합"
"46","기타가공품","오카야마현","2014-06-18","300","불검출","불검출","적합"
"47","침출차","후쿠오카현","2014-06-30","20.25","불검출","불검출","적합"
"48","청주","나라현","2014-07-01","180","불검출","불검출","적합"
"49","청주","나라현","2014-07-01","2,700","불검출","불검출","적합"
"50","자당지방산에스테르","미에현","2014-06-21","2,880","불검출","불검출","적합"
"51","빵류(파이)","효고현","2014-06-12","39.2","불검출","불검출","적합"
"52","빵류(케이크)","효고현","2014-06-11","473","불검출","불검출","적합"
"53","빵류(케이크)","효고현","2014-06-16","266.6","불검출","불검출","적합"
"54","빵류(케이크)","효고현","2014-06-13","344","불검출","불검출","적합"
"55","혼합제제","사이타마현","2014-07-01","180","불검출","불검출","적합"
"56","빵류(그외 빵류)","효고현","2014-06-11","70.2","불검출","불검출","적합"
"57","혼합제제","사이타마현","2014-07-02","90","불검출","불검출","적합"
"58","빵류(그외 빵류)","효고현","2014-06-16","70.2","불검출","불검출","적합"
"59","혼합제제","사이타마현","2014-07-02","60","불검출","불검출","적합"
"60","빵류(그외 빵류)","효고현","2014-06-17","70.2","불검출","불검출","적합"
"61","맥주","구마모토현","2014-06-11","13,798.4","불검출","불검출","적합"
"62","맥주","오이타현","2014-06-17","82,800","불검출","불검출","적합"
"63","향신료조제품(고추냉이가공품)","훗카이도","2014-06-06","30","불검출","불검출","적합"
"64","기타천연착향료","효고현","2014-07-14","34","불검출","불검출","적합"
"65","혼합제제","효고현","2014-07-09","34","불검출","불검출","적합"
"66","과자(스낵과자)","고치현","2014-06-18","72","불검출","불검출","적합"
"67","과자(쿠키)","아이치현","2014-06-10","24","불검출","불검출","적합"
"68","과자(비스킷)","아이치현","2014-06-13","20.4","불검출","불검출","적합"
