"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"99","혼합제제","효고현","2014-09-16","5,000","불검출","불검출","적합"
"100","청주","가가와현","2014-09-02","180","불검출","불검출","적합"
"101","청주","도쿄도","2013-11-07","43.2","불검출","불검출","적합"
"102","청주","이바라키현","2014-03-06","47.52","불검출","불검출","적합"
"103","청주","도쿄도","2014-08-29","86.4","불검출","불검출","적합"
"104","청주","도쿄도","2014-05-29","43.2","불검출","불검출","적합"
"105","청주","이바라키현","2014-03-12","47.52","불검출","불검출","적합"
"106","청주","이바라키현","2014-08-07","21.6","불검출","불검출","적합"
"107","청주","이바라키현","2014-07-25","25.92","불검출","불검출","적합"
"108","혼합제제","사이타마현","2014-08-01","384","불검출","불검출","적합"
"109","혼합제제","사이타마현","2014-09-09","16","불검출","불검출","적합"
"110","혼합제제","사이타마현","2014-03-06","50","불검출","불검출","적합"
"111","혼합제제","사이타마현","2014-03-13","108","불검출","불검출","적합"
"112","혼합제제","사이타마현","2014-09-08","50","불검출","불검출","적합"
"113","국수","구마모토현","2014-08-27","160.99","불검출","불검출","적합"
"114","국수","구마모토현","2014-08-27","155.38","불검출","불검출","적합"
"115","혼합제제","가나가와현","2014-09-05","101","불검출","불검출","적합"
"116","합성착향료","가나가와현","2014-07-16","11","불검출","불검출","적합"
"117","식염절임","도쿠시마현","2014-09-05","242","불검출","불검출","적합"
"118","조미된장","나가사키현","2014-08-26","50","불검출","불검출","적합"
"119","과자(스낵과자)","시가현","2014-09-18","34.8","불검출","불검출","적합"
"120","혼합제제","사이타마현","2014-03-03","56","불검출","불검출","적합"
"121","혼합제제","사이타마현","2014-09-08","56","불검출","불검출","적합"
"122","혼합제제","에히메현","2014-09-26","450","불검출","불검출","적합"
"123","혼합제제","사이타마현","2014-09-10","48","불검출","불검출","적합"
"124","과자(스낵과자)","기후현","2014-09-16","34.8","불검출","불검출","적합"
"125","혼합제제","사이타마현","2014-09-09","40","불검출","불검출","적합"
"126","혼합제제","사이타마현","2014-07-15","80","불검출","불검출","적합"
"127","혼합제제","사이타마현","2014-05-23","105","불검출","불검출","적합"
"128","과자(스낵과자)","교토부","2014-09-13","36","불검출","불검출","적합"
"129","혼합제제","이바라키현","2014-07-22","3,168","불검출","불검출","적합"
"130","소스류","후쿠오카현","2014-09-20","300","불검출","불검출","적합"
"131","혼합제제","오사카부","2014-09-16","900","불검출","불검출","적합"
"132","과자(스낵과자)","미에현","2014-08-22","8,648.4","불검출","불검출","적합"
"133","과자(스낵과자)","미에현","2014-08-27","2,550","불검출","불검출","적합"
"134","과자(스낵과자)","나가노현","2014-09-18","920","불검출","불검출","적합"
"135","과자(스낵과자)","도쿄도","2014-09-17","234","불검출","불검출","적합"
"136","과자(스낵과자)","도쿄도","2014-09-17","177.6","불검출","불검출","적합"
"137","과자(쿠키)","나가노현","2014-09-18","475.2","불검출","불검출","적합"
"138","기타가공품","이바라키현","2014-08-29","18,000","불검출","불검출","적합"
"139","볶은커피","효고현","2014-08-24","870","불검출","불검출","적합"
