"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","청주","효고현","2014-09-03","1,296","불검출","불검출","적합"
"18","청주","효고현","2014-09-05","108","불검출","불검출","적합"
"19","청주","니가타현","2014-08-01","362.5","불검출","불검출","적합"
"20","청주","나가사키현","2014-09-01","43.2","불검출","불검출","적합"
"21","청주","니가타현","2014-09-01","362.5","불검출","불검출","적합"
"22","청주","도쿄도","2014-04-16","75","불검출","불검출","적합"
"23","청주","효고현","2014-08-21","30","불검출","불검출","적합"
"24","청주","효고현","2014-07-25","30","불검출","불검출","적합"
"25","청주","효고현","2014-08-26","180","불검출","불검출","적합"
"26","청주","효고현","2014-08-06","2,160","불검출","불검출","적합"
"27","청주","효고현","2014-09-02","1,128","불검출","불검출","적합"
"28","청주","효고현","2014-08-19","36","불검출","불검출","적합"
"29","청주","효고현","2014-08-08","36","불검출","불검출","적합"
"30","소주","나가사키현","2014-08-01","49.5","불검출","불검출","적합"
"31","캔디류(사탕)","훗카이도","2014-07-26","12.9","불검출","불검출","적합"
"32","과자(비스킷)","아이치현","2014-08-29","28.8","불검출","불검출","적합"
"33","캔디류(사탕)","효고현","2014-09-10","780","불검출","불검출","적합"
"34","과자(크래커)","이바라키현","2014-08-12","792","불검출","불검출","적합"
"35","곡류가공품","지바현","2014-08-01","180","불검출","불검출","적합"
"36","소스류","히로시마현","2014-08-21","2,664","불검출","불검출","적합"
"37","곡류가공품","지바현","2014-06-25","180","불검출","불검출","적합"
"38","소스류","히로시마현","2014-08-27","3,402","불검출","불검출","적합"
"39","소스류","히로시마현","2014-08-22","108","불검출","불검출","적합"
"40","소스류","히로시마현","2014-08-12","1,320","불검출","불검출","적합"
"41","소스류","히로시마현","2014-08-05","396","불검출","불검출","적합"
"42","곡류가공품","시즈오카현","2014-07-29","1,300","불검출","불검출","적합"
"43","소스류","히로시마현","2014-09-04","1,290","불검출","불검출","적합"
"44","소스류","히로시마현","2014-08-07","424.8","불검출","불검출","적합"
"45","카레","나가노현","2014-07-11","4,455","불검출","불검출","적합"
"46","과자(스낵과자)","이바라키현","2014-09-09","4,906.8","불검출","불검출","적합"
"47","청주","아키타현","2014-09-10","155.52","불검출","불검출","적합"
"48","청주","아키타현","2014-09-10","190.08","불검출","불검출","적합"
"49","청주","아키타현","2014-09-10","43.2","불검출","불검출","적합"
"50","카레","나가노현","2014-07-17","4,455","불검출","불검출","적합"
"51","맥주","후쿠오카현","2014-08-26","104,760","불검출","불검출","적합"
"52","캔디류(젤리)","교토부","2014-08-21","2,073.31","불검출","불검출","적합"
"53","과자(웨이퍼)","사이타마현","2014-07-16","826.2","불검출","불검출","적합"
"54","청주","아키타현","2014-09-04","21.6","불검출","불검출","적합"
"55","청주","야마가타현","2014-09-06","43.2","불검출","불검출","적합"
"56","청주","야마가타현","2014-06-25","43.2","불검출","불검출","적합"
"57","청주","시즈오카현","2014-07-04","97.2","불검출","불검출","적합"
