"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건12","-","-","303,654","-","-","-"
"1","냉동꽁치","대만","2016-02-03","43,146","불검출","불검출","적합"
"2","냉동꽁치","대만","2016-02-03","60,534","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2016-02-03","21,340","불검출","불검출","적합"
"4","냉동다랑어
(
눈다랑어 목살
,
)","바누아투","2016-02-03","30","불검출","불검출","적합"
"5","냉동다랑어
(
눈다랑어 횟감
,F,
)","대만","2016-02-03","1,760","불검출","불검출","적합"
"6","냉동명태","러시아","2016-02-03","10,000","불검출","불검출","적합"
"7","냉동다랑어 눈다(
랑어 횟감
,F,
)","파나마","2016-02-03","80","불검출","불검출","적합"
"8","냉동명태","러시아","2016-02-03","132,426","불검출","불검출","적합"
"9","냉동상어
(
흑기흉상어
)","대만","2016-02-03","8,381","불검출","불검출","적합"
"10","냉동다랑어
(
눈다랑어 횟감
,F,
)","대만","2016-02-03","1,570","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2016-02-03","22,653","불검출","불검출","적합"
"12","냉동상어 귀상어
(
)","중국","2016-02-03","1,734","불검출","불검출","적합"
